date,step02h_eqparamA,step02t_eqparamA,step03h_eqparamA,step03t_eqparamA,step04h_eqparamA,step04t_eqparamA,step05h_eqparamA,step05t_eqparamA,step08h_eqparamA,step10h_eqparamA,step12h_eqparamA,system_eqparamA,step01at_eqparamB,step01bt_eqparamB,step02t_eqparamB,step04t_eqparamB,step05t_eqparamB,step01h_reagparamA,step01at_reagparamA,step01bt_reagparamA,step03h_reagparamB,step03t_reagparamB,system_eqparamC,system_reageparamC,system_eqparamD,system_state,system_result
12/2/2020,13.90843196,9.577345788,21.44243337,17.18233984,17.06809806,3.270257634,18.39272672,4.670424321,10.78226032,11.96129417,8.390811285,29.32795868,1.100513559,0.817278337,2.238371229,0.668261862,0.613815845,18.71929015,7.303456769,5.237318035,367.3022717,364.2919467,7,7.004696243,5.696510987,161.5113622,0.45
12/8/2020,14.20846397,10.95361074,16.64959435,15.89579657,10.39225129,3.014338218,8.270794792,2.27015399,3.589421753,2.847082964,2.091376215,30.2778278,1.181834507,0.796538227,2.036627311,0.642071396,0.591778795,36.43913193,7.778433553,8.306691783,357.6466655,344.2970365,7,6.929325046,5.144406038,43.76781394,0.43
12/9/2020,15.12195597,11.48236002,20.89470082,18.20265519,15.9837825,2.901993585,14.03056024,2.84883024,7.282234919,8.266933547,4.68674728,30.56121744,1.083073713,0.532814138,2.218589891,0.598675477,0.570682245,22.62242689,10.1243941,6.764164641,350,300,7,7.278900653,5.216745696,103.0958275,0.44
12/10/2020,15.60729572,12.03297767,21.43819144,17.17878848,17.97364043,4.763326131,16.68407821,4.38961647,7.242311788,7.009739757,5.901873171,32.65667225,1.196580941,0.644723206,2.151205739,0.53775903,0.584004232,15.25462589,5.667083808,5.049129306,329.7331325,300,6.876218056,6.944742449,5.360567474,101.2644149,0.48
12/11/2020,13.92797119,10.4087243,19.08204938,16.7558059,13.7649062,3.453765661,12.92356537,3.294234708,6.952098033,7.063972264,7.007709422,30.20519617,1.203088402,0.847743834,2.137547462,0.581051989,0.584533655,10.96208082,4.41007171,4.410210195,300,300,6.264071191,6.922903623,5.384116958,54.12651854,0.43
12/14/2020,12.43699873,10.33573039,18.51389264,16.22238682,14.16173424,2.949683935,12.00377493,3.252370752,10.5647972,8.300125428,6.666456591,31.56290088,1.154952621,0.841480756,2.097468999,0.666775581,0.639770389,21.35935346,4.897947477,4,300,300,5,7.165499203,5.447197649,71.46162162,0.45
12/15/2020,13.92989786,11.71874281,21.29347922,18.16804416,17.38824845,4.373220932,14.77193421,3.252814681,10.93159627,9.555578067,8.33960485,32.67550119,1.109235894,0.826694783,2.13136059,0.675106241,0.636097558,18.70416737,4,3.577213883,300,300,5,6.814447183,5.496163281,110.6808901,0.54
12/16/2020,13.72229948,10.49888523,20.67808537,17.46563564,14.76116179,2.858222794,14.19649969,2.493598343,12.24715917,8.65434264,9.167971958,30.87417935,1.11205822,0.843350904,2.043603819,0.694717659,0.625253971,16.4504942,4,3,300,300,5,7.285182692,5.136531076,91.2813333,0.49
12/21/2020,15.85198973,10.35383509,20.3335431,17.8850675,11.91889306,3.563020926,10.51566706,2.858811209,4.857073669,5.978775926,5.178372546,32.9182808,1.22337482,0.846797675,1.942675187,0.580890419,0.60847533,20.33449718,4.767919676,4.535727002,428.3734066,429.4883568,5.273146915,7.241277978,5.595230268,45.60495171,0.3
12/22/2020,16.07345778,11.5251741,22.27181332,18.32347192,15.03046092,4.246804213,14.66876569,3.317993721,7.299718773,9.691735909,7.314418068,33.01954905,1.301998483,0.899616994,2.168817461,0.656292856,0.622856988,10.30673732,3.869849925,4.20548713,450,450,6,7.058501559,6.599431378,101.9209079,0.34
12/23/2020,16.3819177,13.40577537,22.39599454,19.33323332,14.71635534,3.370490633,14.32884249,3,6.437017691,9.579326404,6.168395152,32.53252997,1.250961324,0.935816277,2.140890117,0.613764981,0.635696693,10,4,4,450,450,6,7.298741065,6.942908766,78.09928734,0.35
12/29/2020,14.26835413,12.65625559,20.9837173,19.67395734,11.75414213,3.40582026,11.71912933,3.722640162,8.066541319,8.154622401,7.200259924,33.03568787,1.298785901,0.764464417,2.113564618,0.661111676,0.622521203,16.11363696,9.280111788,10.17094678,427.7688128,427.771667,6.571167135,7.240783276,6.233665497,30.71141028,0.33
12/30/2020,15.36955451,13.03673214,21.13876964,17.81200562,13.98497539,4.202027529,12.93192391,4.02773261,7.704018276,10.18949824,9.511465626,32.17801583,1.452445975,1.097078582,2.164340134,0.659268185,0.658464271,10,4.832236343,5.155607072,400,400,7,7.267278938,6.327331934,47.33292121,0.42
12/31/2020,16.77088891,14.3534242,21.10937415,18.2829444,18.23664088,4.505639101,15.32844061,4.239837386,6.101134584,7.349036581,6.473836493,33.48118221,1.468694056,1.182198325,2.251426213,0.604348046,0.647817917,10,4,4,400,400,7.443825289,6.980323911,5.871087656,100.6384877,0.48
1/5/2021,16.64393316,12.99779161,20.70721956,18.17771712,18.97729631,6.009298976,15.12474723,4.924279396,6.609559803,8.614280903,7.432317621,29.15770571,1.360448265,0.926886771,1.980302668,0.490105072,0.607221956,24.16737507,4,4,436.0403834,436.0428246,6.678175369,7.299979907,6.507713664,38.862246,0.45
1/6/2021,16.04744799,12.73833485,22.06840771,17.61516185,18.03423738,4.646693229,18.08989483,4.720729641,6,8.015241823,6.094966609,30.33585658,1.397690007,0.909586632,2.079027453,0.642164629,0.622358197,10,4,4,450,450,7,6.909519665,6.471740204,88.83181452,0.36
1/7/2021,16.34193953,13.53033208,22.37906757,18.58813226,16.34433537,3.783655886,14.77558233,3.624136216,5.88042191,9.752066759,7.519111435,30.2565117,1.363223653,0.953572306,2.111993661,0.63563201,0.616849508,10,4,4,450,450,7,7.201125642,6.281437408,94.90098291,0.34
1/8/2021,16.14986571,12.60510412,21.21233091,17.52949816,15.7151472,3.964119135,14.22902806,3.383677668,5.974974344,9.833329618,6.238518854,29.33255603,1.425701704,1.089844347,2.105261664,0.64365503,0.620073395,10,4,4,450,450,7,6.976365169,6.272279882,80.44781693,0.44
1/11/2021,15.6586203,12.2068182,19.91113062,18.09538816,12.53714005,3.935813778,11.55433695,2.802774183,5.526467666,8.14253566,5.168117459,27.15370648,1.24190165,0.706353099,2.304846709,0.660320361,0.655657174,21.60536819,5.480950013,5.204531003,403.1457086,403.142988,6.724542388,6.892517702,6.268862989,36.18482744,0.32
1/12/2021,15.995664,12.94207582,21.79741298,18.6569328,14.67360113,3.428400379,15.60668861,3.538788752,7.482523965,9.056213211,7.005404855,31.43020782,1.316473482,0.88671615,2.294052959,0.659955106,0.625791688,10.88639587,4,4,400,400,7.782252844,7.206689842,6.149704617,68.02249493,0.36
1/13/2021,16.16750173,12.74007036,22.9451611,19.16772103,15.34298831,3.517571373,16.06062728,3.29158919,7.515655149,8.234809846,6.360868511,28.1701765,1.395773345,0.857276877,2.269265294,0.628480585,0.639541447,16.68003838,4,4,400,400,9,6.802838499,6.527299871,109.3096472,0.4
1/19/2021,16.00546224,12.52799081,22.16405582,20.48298886,13.83278125,4.017574639,10.72488674,2.701063163,7.418160589,9.184322186,6.390753409,31.85842746,1.224832205,0.745358434,2.044707879,0.52297801,0.648648089,30.27551505,4,4.593269917,364.8731016,364.8703602,7.671973548,6.853002647,6.398692038,50.86857676,0.27
1/21/2021,16.43522368,13.23821172,23,20.08225947,17.67260337,4.452580509,13.15612271,2.7462939,6.614754629,8.788471551,7.601080231,33.94225585,1.322864373,0.946798082,2.158181023,0.534172229,0.603343999,10.44194181,4,4,350,350,8,6.947866441,6.196754196,78.99682231,0.37
1/22/2021,16.88138247,13.76374749,22.58264057,19.56816615,20.11827213,5.147710993,14.19369745,3.095723907,7,8.901173281,8.607688823,34.0645937,1.313487772,0.925810531,2.192974727,0.566332699,0.643104548,11,4,4,350,350,8,7.011550814,5.963219301,90.67234212,0.45
1/25/2021,15.18035016,12.94018156,21.68404837,18.30112369,16.23936546,3.488327784,14.63300175,3.247481921,7.433498125,7.910117413,8.439637052,34.16649503,1.170412263,0.791452822,2.137579177,0.65988948,0.679361507,26.23374402,4,4,350,350,7.126083537,7.375822382,5.933593097,61.00790663,0.4
1/26/2021,16.21160795,13.08802864,21.48019702,18.41684399,13.58892735,3.472428519,12.8016236,3.276854722,6.557358016,7.061363519,8.181990067,34.66406918,1.081607296,0.678756186,2.171149198,0.665716389,0.666451847,18.32624611,4,4,323.8825434,323.1213052,7.285314902,7.287033312,7.047072839,189.611829,0.44
1/27/2021,16.65834401,14.231608,22.70570322,19.34533636,16.69921225,3.320065663,14.17772511,2.522031635,6.966967038,7.15436366,7.569471437,33.66445803,1.188537936,0.670879766,2.175219234,0.656282978,0.678057498,25.72416408,4,4,300,300,8.957145584,6.864950949,7.394665577,82.75767709,0.44
2/2/2021,14.5255394,11.64196864,21.04790342,19.59653141,14.70677869,5.021324261,7.294449188,2.270694241,5.788588067,6.413669197,5.6515245,27.68522253,1.25096104,0.630329798,2.08562497,0.489600405,0.806658279,43.82000533,4.63258969,4.634485396,300,300,9,6.997219902,5.998383674,14.52023908,0.31
2/3/2021,15.56073933,12.6538342,21.45368509,19.5605807,14.67126433,4.389629462,7.251869161,2.292124693,8.138877447,6.846044919,6.300818831,30.79517682,1.246846222,0.633108383,2.161048747,0.48330019,0.823306012,25.04950726,4.533137512,4.533136915,300,300,8.171763843,7.441562894,6.916244037,36.82878098,0.32
2/4/2021,15.22480514,12.27759957,21.89719052,19.33872696,17.2921093,5.014886807,9.215633344,2.870374107,7.312669801,6.24994648,5.789271018,31.56958249,1.533276612,1.001300448,2.161871723,0.508774831,0.868705124,14.62489488,4,4,300,300,8.962456817,7.447900744,7.924127288,73.13515847,0.38
2/5/2021,14.62939126,12.18349132,21.71390683,18.58095148,14.13848536,4,7.648351985,2.982943565,7.821432992,6.597626621,5.595431384,31.47929625,1.514779985,1.008470422,2.151092432,0.519780058,0.86443581,17.29855037,4,4,300,300,9,7.357338578,8.743101912,33.91399948,0.35
2/8/2021,15.38364925,13.01285863,22.15216656,19.98726506,15.4274505,4.097941219,8.716007363,2.180115097,7.236926278,7.183901397,6.282151064,31.96271267,1.442855802,0.964117304,2.155576503,0.497986068,0.738840365,25.96826664,7.149637959,7.149837023,300,300,9,7.031681328,8.130522825,69.4313175,0.38
2/9/2021,17.1922432,14.77527608,22.91285592,19.84817672,15.93602001,3.172671007,15.18918074,3.276225168,7.152881338,7.677928773,7.672796315,35.37557916,1.443764177,0.916350091,2.137381649,0.687530755,0.678310711,14.80674226,7,7,300,300,9,7.045308884,7.745596744,94.18425979,0.41
2/16/2021,15.75131047,12.01777661,21.82337017,19.5060084,10.34546915,2.977732322,10.97658245,2.950585975,7.550472599,7.363680719,8.434620396,30.10898738,1.346234548,0.788820665,2.002837962,0.627169647,0.635396247,32.25368948,5,4.739039648,300,0,6.732405181,6.922931051,7.269664118,46.62211365,0.33
2/17/2021,17.05761436,12.89078124,22.96291142,20.14411615,14.46505186,3.059729878,15.31031062,3.184569358,7.818834502,7.449001389,8.280364572,32.4288691,1.404874506,0.881279287,2.139418868,0.678846503,0.637317482,19.81434684,5,5,306.7100097,90.09624738,7.462525567,7.322298142,7.527205832,81.97935178,0.35
2/18/2021,15.55287286,11.88763531,23.4031466,19.91419497,19.4517092,4.944383877,20.88690785,7.739670243,8.185515046,8.3626857,8.703514763,31.33217083,1.717689643,1.292507721,2.151477805,0.860844565,0.675960381,15.18034385,5,5,300,250,7.700269456,6.774419594,6.647385097,148.6763226,0.55
2/19/2021,14.52932111,9.369804795,22.75891003,18.60424125,18.62906627,3.890280274,19.81182668,6.579732364,7.225604549,7.247995594,7.649264576,28.7015859,1.636654372,1.180229164,2.017124372,0.743996868,0.669522173,19.73334625,5,5,300,250,6.246749469,6.9988094,5.721804235,149.9972862,0.59
2/22/2021,14.07999645,9.131815463,22.80085887,19.06705327,18.70674785,3.445310081,17.08361312,3.705443299,7.505742402,7.332451742,7.004433513,28.54124038,1.344253277,0.957124611,1.922159709,0.633460391,0.826498191,19.47566138,4.221967917,5,300,273.4108909,6,6.819047568,5.477942883,110.3012146,0.51
2/23/2021,14.25599563,8.485404989,23.37174701,19.25333963,19.45697976,3.172119676,16.10432094,2.171638663,7.447505272,7.203282257,7.080387188,29.66943192,1.529251981,1.202300351,1.871186775,0.593622803,0.719841885,12.21316693,4,4.532347772,311.9963559,327.7358002,6,7.042341229,5.474195476,115.0408814,0.44
2/24/2021,11.96571482,6.841728379,21.13443613,17.83326324,15.95189617,2.710747799,14.51032012,2,6.41537475,6.900984906,6.385053946,27.14435944,1.559910164,1.186698973,1.872566071,0.655855026,0.698847303,10,0.554672067,0.551717101,321.4012366,364.1845955,5.351675405,7.072598403,5.476556517,101.707661,0.44
3/2/2021,14.26996167,9.064859918,20.90978819,18.44713172,9.019006766,3.621583895,8.918707339,2,6.781603101,7.138809404,6.277545972,27.53492986,1.240193899,0.751042471,1.660509026,0.631628943,0.616443782,24.11754329,2.126793785,2.126723177,276.3267409,224.1090981,5,6.950253583,4.899226027,27.01502056,0.41
3/3/2021,13.33128722,8.239994549,22.49801708,18.86136943,12.25794431,1.592164763,15.54740179,2.390638038,7.626299375,6.852525324,6.901013675,27.28277171,1.344594146,0.766302749,1.97300253,0.914252895,0.648792698,21.86934748,1.64731599,1.647267819,331.7348154,284.1509363,4.843853142,7.216495403,4.806655161,108.7419821,0.39
3/4/2021,11.58135846,6.811416968,21.51237073,16.81273437,10.02678681,1.567951453,14.11784744,1.989845723,7.429373299,7.415896505,7.164557448,27.53824716,1.439902733,0.838624325,2.017039817,1.094495218,0.622271356,19.43535619,0,0,301.5556878,300,4.722176869,7.023146612,4.6997777,94.52599354,0.38
3/5/2021,12.59079595,7.480193328,22.62831276,18.94773128,8.322190724,1.3654465,12.06404721,1.622156743,7.535356497,8,7.868738327,26.69555341,1.553720639,1.003737189,1.960667847,0.985005274,0.606583994,12,0,0,300,300,5,7.170841093,3.992303355,49.61292993,0.33
3/8/2021,11.58703638,6.853654213,21.18828543,17.23780974,10.29113756,1.789965758,11.47249178,1.370472245,7.49920739,6.7534561,7.363026939,27.02094856,1.575935903,1.15079651,1.946469471,0.82332807,0.697773792,17.91899035,2.007681771,2.677047986,300,300,5,7.371986051,3.789523752,89.64881523,0.35
3/9/2021,14.86706535,10.75338397,23.13436282,20.96460458,9.926490469,2.246316777,9.561064595,1.731720422,8,6.912435741,7.937709271,31.24170248,1.708056564,1.274643571,2.012525395,0.759924763,0.670472245,14.89412972,0,0,249.0036528,300,5.967152836,6.891087932,4.503718199,41.52486294,0.33
3/10/2021,15.62862543,10.84378733,23.88918381,20.70087109,10.98875718,3.034440194,14.05019749,2.210661304,8,7.347876864,7.610007081,29.45850084,1.673312311,1.280593412,1.943695203,0.854007883,0.700367511,13.01789003,0,0,280.7988222,251.9655802,6,7.242806895,4.797917111,116.6883426,0.39
3/16/2021,13.29997623,7.890655347,19.71561873,18.50315483,5.198235756,2.497811842,6.486535875,2.243138566,7.832370689,6.84328959,7.219385215,28.13989974,1.28642044,0.895584583,1.811161974,0.721382091,0.657423545,25.35063677,6.64586772,6.518323876,232.0052763,229.6999565,5.443903202,7.383683713,5.208127806,37.34899791,0.33
3/17/2021,14.34546782,9.365482593,22.46063809,19.68741108,9.68781408,2.79612923,9.045237587,2.509457865,7.795695596,7.002104861,7.072809954,29.909134,1.397382001,0.955265694,1.918056138,0.740074449,0.684721299,12.93178131,5,3.932062865,200.4887425,200.4903733,5.567886609,7.276082134,5.399309068,57.9109958,0.37
3/18/2021,15.41793714,10.98658634,23.66750608,20.30841134,10.93589885,2.621675544,12.01686704,2.541125388,7.546234705,6.542990938,7.561773478,33.87265859,1.527401935,1.182513467,2.141406581,0.898450115,0.709187487,8,5,5,308.6953484,277.3616768,6,6.864172519,5.266410196,64.70641995,0.31
3/19/2021,15.47229482,10.92448842,25.00231576,21.25615434,11.80907968,2.147096963,13.10995764,2.20511495,6.92660265,6.776937644,7.244791068,32.344501,1.546327578,1.148400876,2.261787309,0.937239223,0.791663816,8,4.365753882,5,336.0984042,336.1002734,6,7.094385252,4.991800773,101.5130653,0.37
3/22/2021,15.89947722,12.30277418,25.98462361,22.34205517,11.99918897,2.742723304,13.25682784,2.994388055,7.691775833,6.908785151,7.119172066,34.13435727,1.731169031,1.460054744,2.082839121,0.88417218,0.815689105,11.12954591,4.865147691,5,295.1392133,294.5831504,7.653825648,6.814695594,5.678142747,57.79077314,0.39
3/23/2021,12.12233991,9.148558353,21.95289937,17.61577212,11.42468837,2.47319538,12.64538284,3.111255987,6.670186204,7.117435035,6.462590488,30.22666239,1.593499683,1.322929974,2.039180238,0.970660303,0.840422341,12.23301549,4.120119669,4.119818168,261.5442366,261.5890707,7.375598545,7.116545269,5.730095093,63.39631952,0.32
3/24/2021,11.13415856,7.285891766,16.49802998,14.13456359,9.132476093,1.818482927,10.23657002,1.451482991,8,6.413115853,6.249821736,27.84706156,1.354928843,1.012044251,1.562628548,0.673190096,0.572353807,17.92879154,3.202274527,3.202089345,188.6903112,188.6995508,5.5,6.841875001,5.487717034,204.1704253,0.32
3/30/2021,14.50194852,10.22660087,22.56768089,19.42571212,10.33752222,2.149445156,10.62173089,2.619350596,7.960853026,6.731566817,8.292501875,30.08140636,1.266748364,0.848985415,1.916080717,0.737654414,0.653162774,27.3761765,3.69363158,3.693661719,243.5881809,241.5117885,5.399855446,7.296983597,5.869419041,31.79207826,0.22
3/31/2021,14.80682738,11.34222142,22.86716939,20.36716944,9.63021107,2.359963587,11.01853468,2.662098872,7.557761835,7.575343605,7.085404416,31.24339374,1.316413722,1.069759616,1.924309361,0.797225659,0.6171434,13.54463643,1.391772479,1.391771479,258.4542063,247.6288344,5.859059696,7.029360812,5.279774618,26.24664305,0.41
4/1/2021,17.84810014,14.12541649,23.57853012,19.19585759,14.91914098,2.448634803,15.99814951,3.484393344,6.847940127,7.052064606,6.992837182,33.34638943,1.368842386,1.010216639,2.106808329,0.878983024,0.666145926,19.25164061,0.16655016,0.16657469,275.2537901,242.1111046,6,7.361308589,5.252182041,73.95644948,0.43
4/2/2021,16.09576879,12.56821529,22.79704507,18.51736582,13.20192694,3.189058523,14.37067902,3.432672163,7.578318869,6.798259952,7.051330147,33.73162769,1.473845311,1.129039892,2.112067698,0.937882586,0.652113502,11.75637313,0,0,313.0793239,294.3271524,6,6.83522892,5.353765356,64.69904044,0.43
4/5/2021,15.86157205,10.90436594,22.50257928,18.21201656,11.47213943,2.358540735,14.35422645,3.168339479,9.125891522,6.571442657,8.1560939,30.85423416,1.434643503,1.075032697,2.129887821,0.997031317,0.636068987,17.32889101,0,0,350,350,6,6.898931945,5.115553056,67.45807585,0.43
4/6/2021,15.09192634,10.6708263,22.4349389,19.19432391,8.475189219,2,12.71464882,2.863163559,7.419870255,5.395732101,7.357148929,31.04886197,1.281643515,0.719771405,2.224304113,1.176735978,0.58522603,25.13256887,0.621775226,0.621702882,315.5127501,274.3004346,6,7.350489499,5.83245728,153.9491652,0.38
4/7/2021,16.9584014,13.40065447,23.52556722,19.19541936,10.40291426,2.393449534,15.76839138,3.198405294,7.724592182,6.816567471,7.808653355,33.98404228,1.545976046,1.121853842,2.304296751,1.117423584,0.620778966,15.39583359,0,0,300,269.6503381,6,7.102269988,5.80472641,72.03079568,0.52
4/13/2021,15.2619289,12.56266657,23.86322032,20.28666158,10.94582274,2.53777969,13.7610498,3.194525335,7.566815041,6.182380036,7.400033807,31.16888174,1.476125795,0.982261304,2.225482997,0.962215575,0.69642384,29.34181958,3.43339999,3.433460713,300,300,6.062773934,6.848581215,5.134252625,55.64351132,0.32
4/14/2021,16.16258731,13.99001393,24.19199694,21.2064743,9.908682029,2.223532675,10.97378595,3,7.199880489,6.606747577,6.601581998,34.69868867,1.632475003,1.13207034,2.441046221,1.049235666,0.817434801,17.40596405,0,0,300,300,6,7.166259989,5.548066434,78.48421071,0.4
4/15/2021,15.26269551,13.09262994,24.41901602,20.07531389,11.24737211,2.765699114,11.01461565,3,7.630437662,6.978375561,7.297055613,35.50541315,1.621487271,0.974825852,2.485090609,1.013423317,0.848845353,15.17731885,0,0,328.9233845,328.9245909,6,7.17000493,6.393444647,81.16474331,0.41
4/16/2021,15.58079825,12.84001397,23.54757448,19.49008297,11.02784205,2.24613269,11.60701368,3,7.837154706,7.837918988,7.417514244,35.80852625,1.587407974,0.996629628,2.4174499,1.035136832,0.856456366,12.2884774,0,0,350,350,6,7.14003173,6.429054705,84.01896555,0.4
4/19/2021,15.61235758,13.15374613,22.73312701,20.0191428,11.40764043,2.497515681,8.832517313,2.638242815,7.669328757,7.226964099,8.158641411,39.5235798,1.582385058,1.02765578,2.156069294,0.738578734,0.84310297,14.11184595,2.384599299,2.384478599,84.96237856,312.1356565,6,7.227453554,6.515127928,42.49011969,0.36
4/20/2021,16.72483553,13.15422771,22.51812356,19.33972118,9.799178159,2.91509117,8.161214169,3.020527601,7.849423913,6.345985556,6.939895528,37.51596681,1.450579679,1.009574863,2.42234591,0.806758763,0.819638502,14.36939561,4.737406746,4.737344083,274.9006838,300,7.745531885,7.266637139,6.755477915,34.56718803,0.37
4/21/2021,16.98079107,14.86176889,24.19015232,19.23288993,12.72727251,3.525779392,11.84298408,3.81889061,7.71724052,6.846987339,6.885129355,37.25175111,1.568284271,1.232218744,2.670341695,1.10582479,0.977604781,25.18002399,0.474494279,0.474623779,300,300,8,6.977377815,6.839054685,115.6878697,0.42
4/27/2021,19.50558565,14.49394986,25.5249055,22.48963927,12.44880526,4.509825714,10.58116003,5.066036724,5.523051151,5.017710022,6.017726199,39.96732619,1.704812052,1.209366488,2.368760158,0.851783016,0.744530304,38.43600399,7.982616266,6.98478801,[-11059] No Good Data For Calculation,0.221931077,9,6.72474252,6.33785848,50.40408057,0.33
4/28/2021,19.05445572,15.05445572,23,17.94554428,16,5.945544282,15.05445572,7,6.945544282,6,7.945544282,41.05445572,1.659421648,1.193777825,2.811010401,1.035455637,0.907853387,29.21782287,0.272278592,0.272278592,325,100,9,[-11059] No Good Data For Calculation,7.421394713,114.8325031,0.34
4/29/2021,16.05393731,14.0179791,24.0179791,20.96404179,16.0179791,4.017979103,17,7,6.027671306,6.990035132,8,34.03595821,1.654795991,1.324762943,2.906409694,1.189528654,0.894911393,20,0,0,349.5505224,325,8.799101232,[-11059] No Good Data For Calculation,5.722349623,132.6503931,0.45
4/30/2021,17.53267794,14.35812816,24.85222719,20.37350116,16.73150335,4.518170568,17.74316364,7.74352208,6.715786711,6.591765567,7.85791058,32.05602255,1.701760859,1.370977802,2.733111292,1.178664164,0.920105876,19.38638204,0,0,321.6706272,299.4010678,7.913845619,[-11059] No Good Data For Calculation,5.536179797,163.8681213,0.35
5/11/2021,14.52404782,11.34347013,21.66770062,19.39156191,7.914012197,2.755787009,8.946623876,2.818385771,7.359375986,7.441605563,7.169822485,30.61373191,1.640314841,1.204230026,2.222407784,0.85508364,0.595169828,31.90430583,3.92630009,3.926238195,310.7735548,310.7735548,7.570747431,7.334303289,5.844027071,42.21730605,0.4
5/12/2021,16.82925075,13.33729674,22.07452414,19.1010248,10.81187006,3.316174016,11.35908225,2.962769861,7.711735284,7.705272865,7.660868027,33.25414819,1.694849311,1.412357603,2.489077746,0.974837624,0.761420457,20,5,5,333.3135602,330.204713,8,7.200846611,5.948956105,43.62144122,0.4
5/13/2021,16.0711718,12.26131989,22.40364637,19.20690246,11.37984318,4.390000066,10.84824794,3.340774719,6.586849714,6.878238424,6.488410235,34.04848548,1.659307836,1.30303257,2.529018204,1.022940908,0.796752448,20,1.757827463,1.758012891,337.9669278,337.9657318,8,6.845551512,5.803924263,68.47135433,0.35
5/14/2021,13.99072518,11.40778042,22.41849646,18.19719363,10.69976601,3.223035785,10.74855096,4.291905231,6.445623438,6.22266031,7.433194301,35.27409179,1.639523446,1.234427039,2.640431859,1.087624136,0.858668747,20,0,0,300,299.2879362,8,7.048922121,5.532929757,90.14876214,0.38
